Region,Country,Year,Series,Value
466,Mali,2010,Supply per capita (gigajoules),5
466,Mali,2015,Supply per capita (gigajoules),5
466,Mali,2016,Supply per capita (gigajoules),5
466,Mali,2017,Supply per capita (gigajoules),5
470,Malta,2005,Primary energy production (petajoules),0
470,Malta,2010,Primary energy production (petajoules),0
470,Malta,2015,Primary energy production (petajoules),1
470,Malta,2016,Primary energy production (petajoules),1
470,Malta,2017,Primary energy production (petajoules),1
470,Malta,1990,Net imports [Imports - Exports - Bunkers] (petajoules),29
470,Malta,1995,Net imports [Imports - Exports - Bunkers] (petajoules),31
470,Malta,2000,Net imports [Imports - Exports - Bunkers] (petajoules),28
470,Malta,2005,Net imports [Imports - Exports - Bunkers] (petajoules),37
470,Malta,2010,Net imports [Imports - Exports - Bunkers] (petajoules),35
470,Malta,2015,Net imports [Imports - Exports - Bunkers] (petajoules),25
470,Malta,2016,Net imports [Imports - Exports - Bunkers] (petajoules),26
470,Malta,2017,Net imports [Imports - Exports - Bunkers] (petajoules),33
470,Malta,1990,Changes in stocks (petajoules),0
470,Malta,1995,Changes in stocks (petajoules),1
470,Malta,2000,Changes in stocks (petajoules),0
470,Malta,2005,Changes in stocks (petajoules),0
470,Malta,2010,Changes in stocks (petajoules),-1
470,Malta,2015,Changes in stocks (petajoules),-2
470,Malta,2016,Changes in stocks (petajoules),2
470,Malta,2017,Changes in stocks (petajoules),5
470,Malta,1990,Total supply (petajoules),29
470,Malta,1995,Total supply (petajoules),30
470,Malta,2000,Total supply (petajoules),29
470,Malta,2005,Total supply (petajoules),37
470,Malta,2010,Total supply (petajoules),35
470,Malta,2015,Total supply (petajoules),27
470,Malta,2016,Total supply (petajoules),25
470,Malta,2017,Total supply (petajoules),29
470,Malta,1990,Supply per capita (gigajoules),79
470,Malta,1995,Supply per capita (gigajoules),77
470,Malta,2000,Supply per capita (gigajoules),72
470,Malta,2005,Supply per capita (gigajoules),91
470,Malta,2010,Supply per capita (gigajoules),85
470,Malta,2015,Supply per capita (gigajoules),63
470,Malta,2016,Supply per capita (gigajoules),58
470,Malta,2017,Supply per capita (gigajoules),66
584,Marshall Islands,1995,Primary energy production (petajoules),0
584,Marshall Islands,2000,Primary energy production (petajoules),0
584,Marshall Islands,2005,Primary energy production (petajoules),0
584,Marshall Islands,2010,Primary energy production (petajoules),0
584,Marshall Islands,2015,Primary energy production (petajoules),0
584,Marshall Islands,2016,Primary energy production (petajoules),0
584,Marshall Islands,2017,Primary energy production (petajoules),0
584,Marshall Islands,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1
584,Marshall Islands,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1
584,Marshall Islands,2005,Net imports [Imports - Exports - Bunkers] (petajoules),2
584,Marshall Islands,2010,Net imports [Imports - Exports - Bunkers] (petajoules),2
584,Marshall Islands,2015,Net imports [Imports - Exports - Bunkers] (petajoules),2
584,Marshall Islands,2016,Net imports [Imports - Exports - Bunkers] (petajoules),2
584,Marshall Islands,2017,Net imports [Imports - Exports - Bunkers] (petajoules),2
584,Marshall Islands,1995,Total supply (petajoules),1
584,Marshall Islands,2000,Total supply (petajoules),2
584,Marshall Islands,2005,Total supply (petajoules),2
584,Marshall Islands,2010,Total supply (petajoules),2
584,Marshall Islands,2015,Total supply (petajoules),2
584,Marshall Islands,2016,Total supply (petajoules),2
584,Marshall Islands,2017,Total supply (petajoules),2
584,Marshall Islands,1995,Supply per capita (gigajoules),28
584,Marshall Islands,2000,Supply per capita (gigajoules),30
584,Marshall Islands,2005,Supply per capita (gigajoules),35
584,Marshall Islands,2010,Supply per capita (gigajoules),41
584,Marshall Islands,2015,Supply per capita (gigajoules),42
584,Marshall Islands,2016,Supply per capita (gigajoules),42
584,Marshall Islands,2017,Supply per capita (gigajoules),43
474,Martinique,1990,Primary energy production (petajoules),0
474,Martinique,1995,Primary energy production (petajoules),0
474,Martinique,2000,Primary energy production (petajoules),0
474,Martinique,2005,Primary energy production (petajoules),1
474,Martinique,2010,Primary energy production (petajoules),1
474,Martinique,1990,Net imports [Imports - Exports - Bunkers] (petajoules),21
474,Martinique,1995,Net imports [Imports - Exports - Bunkers] (petajoules),22
474,Martinique,2000,Net imports [Imports - Exports - Bunkers] (petajoules),22
474,Martinique,2005,Net imports [Imports - Exports - Bunkers] (petajoules),29
474,Martinique,2010,Net imports [Imports - Exports - Bunkers] (petajoules),28
474,Martinique,1990,Changes in stocks (petajoules),0
474,Martinique,1990,Total supply (petajoules),21
474,Martinique,1995,Total supply (petajoules),22
474,Martinique,2000,Total supply (petajoules),23
474,Martinique,2005,Total supply (petajoules),30
474,Martinique,2010,Total supply (petajoules),29
478,Mauritania,1990,Primary energy production (petajoules),11
478,Mauritania,1995,Primary energy production (petajoules),12
478,Mauritania,2000,Primary energy production (petajoules),13
478,Mauritania,2005,Primary energy production (petajoules),15
478,Mauritania,2010,Primary energy production (petajoules),34
478,Mauritania,2015,Primary energy production (petajoules),30
478,Mauritania,2016,Primary energy production (petajoules),31
478,Mauritania,2017,Primary energy production (petajoules),30
478,Mauritania,1990,Net imports [Imports - Exports - Bunkers] (petajoules),13
478,Mauritania,1995,Net imports [Imports - Exports - Bunkers] (petajoules),14
478,Mauritania,2000,Net imports [Imports - Exports - Bunkers] (petajoules),16
478,Mauritania,2005,Net imports [Imports - Exports - Bunkers] (petajoules),21
478,Mauritania,2010,Net imports [Imports - Exports - Bunkers] (petajoules),7
478,Mauritania,2015,Net imports [Imports - Exports - Bunkers] (petajoules),30
478,Mauritania,2016,Net imports [Imports - Exports - Bunkers] (petajoules),28
478,Mauritania,2017,Net imports [Imports - Exports - Bunkers] (petajoules),43
478,Mauritania,1990,Changes in stocks (petajoules),0
478,Mauritania,2005,Changes in stocks (petajoules),0
478,Mauritania,2010,Changes in stocks (petajoules),-3
478,Mauritania,1990,Total supply (petajoules),23
478,Mauritania,1995,Total supply (petajoules),26
478,Mauritania,2000,Total supply (petajoules),29
478,Mauritania,2005,Total supply (petajoules),36
478,Mauritania,2010,Total supply (petajoules),45
478,Mauritania,2015,Total supply (petajoules),60
478,Mauritania,2016,Total supply (petajoules),59
478,Mauritania,2017,Total supply (petajoules),73
478,Mauritania,1990,Supply per capita (gigajoules),11
478,Mauritania,1995,Supply per capita (gigajoules),11
478,Mauritania,2000,Supply per capita (gigajoules),11
478,Mauritania,2005,Supply per capita (gigajoules),12
478,Mauritania,2010,Supply per capita (gigajoules),12
478,Mauritania,2015,Supply per capita (gigajoules),14
478,Mauritania,2016,Supply per capita (gigajoules),14
478,Mauritania,2017,Supply per capita (gigajoules),17
480,Mauritius,1990,Primary energy production (petajoules),13
480,Mauritius,1995,Primary energy production (petajoules),15
480,Mauritius,2000,Primary energy production (petajoules),13
480,Mauritius,2005,Primary energy production (petajoules),12
480,Mauritius,2010,Primary energy production (petajoules),11
480,Mauritius,2015,Primary energy production (petajoules),12
480,Mauritius,2016,Primary energy production (petajoules),11
480,Mauritius,2017,Primary energy production (petajoules),10
480,Mauritius,1990,Net imports [Imports - Exports - Bunkers] (petajoules),21
480,Mauritius,1995,Net imports [Imports - Exports - Bunkers] (petajoules),28
480,Mauritius,2000,Net imports [Imports - Exports - Bunkers] (petajoules),34
480,Mauritius,2005,Net imports [Imports - Exports - Bunkers] (petajoules),44
480,Mauritius,2010,Net imports [Imports - Exports - Bunkers] (petajoules),49
480,Mauritius,2015,Net imports [Imports - Exports - Bunkers] (petajoules),57
480,Mauritius,2016,Net imports [Imports - Exports - Bunkers] (petajoules),63
480,Mauritius,2017,Net imports [Imports - Exports - Bunkers] (petajoules),82
480,Mauritius,1990,Changes in stocks (petajoules),1
480,Mauritius,1995,Changes in stocks (petajoules),2
480,Mauritius,2000,Changes in stocks (petajoules),-3
480,Mauritius,2005,Changes in stocks (petajoules),-1
480,Mauritius,2010,Changes in stocks (petajoules),-2
480,Mauritius,2015,Changes in stocks (petajoules),3
480,Mauritius,2016,Changes in stocks (petajoules),6
480,Mauritius,2017,Changes in stocks (petajoules),22
480,Mauritius,1990,Total supply (petajoules),33
480,Mauritius,1995,Total supply (petajoules),41
480,Mauritius,2000,Total supply (petajoules),49
480,Mauritius,2005,Total supply (petajoules),57
480,Mauritius,2010,Total supply (petajoules),63
480,Mauritius,2015,Total supply (petajoules),67
480,Mauritius,2016,Total supply (petajoules),67
480,Mauritius,2017,Total supply (petajoules),69
480,Mauritius,1990,Supply per capita (gigajoules),31
480,Mauritius,1995,Supply per capita (gigajoules),36
480,Mauritius,2000,Supply per capita (gigajoules),41
480,Mauritius,2005,Supply per capita (gigajoules),45
480,Mauritius,2010,Supply per capita (gigajoules),50
480,Mauritius,2015,Supply per capita (gigajoules),53
480,Mauritius,2016,Supply per capita (gigajoules),53
480,Mauritius,2017,Supply per capita (gigajoules),55
175,Mayotte,1990,Primary energy production (petajoules),0
175,Mayotte,1995,Primary energy production (petajoules),0
175,Mayotte,2000,Primary energy production (petajoules),0
175,Mayotte,2005,Primary energy production (petajoules),0
175,Mayotte,2010,Primary energy production (petajoules),0
175,Mayotte,1990,Net imports [Imports - Exports - Bunkers] (petajoules),1
175,Mayotte,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1
175,Mayotte,2000,Net imports [Imports - Exports - Bunkers] (petajoules),2
175,Mayotte,2005,Net imports [Imports - Exports - Bunkers] (petajoules),3
175,Mayotte,2010,Net imports [Imports - Exports - Bunkers] (petajoules),4
175,Mayotte,2010,Changes in stocks (petajoules),0
484,Mexico,1990,Primary energy production (petajoules),8187
484,Mexico,1995,Primary energy production (petajoules),8540
484,Mexico,2000,Primary energy production (petajoules),9600
484,Mexico,2005,Primary energy production (petajoules),11031
484,Mexico,2010,Primary energy production (petajoules),9403
484,Mexico,2015,Primary energy production (petajoules),8031
484,Mexico,2016,Primary energy production (petajoules),7644
484,Mexico,2017,Primary energy production (petajoules),6989
484,Mexico,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-3001
484,Mexico,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-3031
484,Mexico,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-3196
484,Mexico,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-3491
484,Mexico,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-1842
484,Mexico,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-250
484,Mexico,2016,Net imports [Imports - Exports - Bunkers] (petajoules),187
484,Mexico,2017,Net imports [Imports - Exports - Bunkers] (petajoules),670
484,Mexico,1990,Changes in stocks (petajoules),7
484,Mexico,1995,Changes in stocks (petajoules),-7
484,Mexico,2000,Changes in stocks (petajoules),91
484,Mexico,2005,Changes in stocks (petajoules),-19
484,Mexico,2010,Changes in stocks (petajoules),5
484,Mexico,2015,Changes in stocks (petajoules),-49
484,Mexico,2016,Changes in stocks (petajoules),6
484,Mexico,2017,Changes in stocks (petajoules),37
484,Mexico,1990,Total supply (petajoules),5179
484,Mexico,1995,Total supply (petajoules),5516
484,Mexico,2000,Total supply (petajoules),6314
484,Mexico,2005,Total supply (petajoules),7559
484,Mexico,2010,Total supply (petajoules),7557
484,Mexico,2015,Total supply (petajoules),7830
484,Mexico,2016,Total supply (petajoules),7826
484,Mexico,2017,Total supply (petajoules),7622
484,Mexico,1990,Supply per capita (gigajoules),61
484,Mexico,1995,Supply per capita (gigajoules),60
484,Mexico,2000,Supply per capita (gigajoules),63
484,Mexico,2005,Supply per capita (gigajoules),71
484,Mexico,2010,Supply per capita (gigajoules),64
484,Mexico,2015,Supply per capita (gigajoules),62
484,Mexico,2016,Supply per capita (gigajoules),61
484,Mexico,2017,Supply per capita (gigajoules),59
583,Micronesia (Fed. States of),1995,Primary energy production (petajoules),0
583,Micronesia (Fed. States of),2000,Primary energy production (petajoules),0
583,Micronesia (Fed. States of),2005,Primary energy production (petajoules),0
583,Micronesia (Fed. States of),2010,Primary energy production (petajoules),0
583,Micronesia (Fed. States of),2015,Primary energy production (petajoules),0
583,Micronesia (Fed. States of),2016,Primary energy production (petajoules),0
583,Micronesia (Fed. States of),2017,Primary energy production (petajoules),0
583,Micronesia (Fed. States of),1995,Net imports [Imports - Exports - Bunkers] (petajoules),2
583,Micronesia (Fed. States of),2000,Net imports [Imports - Exports - Bunkers] (petajoules),2
583,Micronesia (Fed. States of),2005,Net imports [Imports - Exports - Bunkers] (petajoules),2
583,Micronesia (Fed. States of),2010,Net imports [Imports - Exports - Bunkers] (petajoules),2
583,Micronesia (Fed. States of),2015,Net imports [Imports - Exports - Bunkers] (petajoules),3
583,Micronesia (Fed. States of),2016,Net imports [Imports - Exports - Bunkers] (petajoules),3
583,Micronesia (Fed. States of),2017,Net imports [Imports - Exports - Bunkers] (petajoules),3
583,Micronesia (Fed. States of),1995,Total supply (petajoules),2
583,Micronesia (Fed. States of),2000,Total supply (petajoules),2
583,Micronesia (Fed. States of),2005,Total supply (petajoules),2
583,Micronesia (Fed. States of),2010,Total supply (petajoules),2
583,Micronesia (Fed. States of),2015,Total supply (petajoules),2
583,Micronesia (Fed. States of),2016,Total supply (petajoules),2
583,Micronesia (Fed. States of),2017,Total supply (petajoules),2
583,Micronesia (Fed. States of),1995,Supply per capita (gigajoules),16
583,Micronesia (Fed. States of),2000,Supply per capita (gigajoules),18
583,Micronesia (Fed. States of),2005,Supply per capita (gigajoules),16
583,Micronesia (Fed. States of),2010,Supply per capita (gigajoules),15
583,Micronesia (Fed. States of),2015,Supply per capita (gigajoules),20
583,Micronesia (Fed. States of),2016,Supply per capita (gigajoules),21
583,Micronesia (Fed. States of),2017,Supply per capita (gigajoules),20
496,Mongolia,1990,Primary energy production (petajoules),82
496,Mongolia,1995,Primary energy production (petajoules),72
496,Mongolia,2000,Primary energy production (petajoules),66
496,Mongolia,2005,Primary energy production (petajoules),138
496,Mongolia,2010,Primary energy production (petajoules),655
496,Mongolia,2015,Primary energy production (petajoules),654
496,Mongolia,2016,Primary energy production (petajoules),959
496,Mongolia,2017,Primary energy production (petajoules),1311
496,Mongolia,1990,Net imports [Imports - Exports - Bunkers] (petajoules),33
496,Mongolia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),17
496,Mongolia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),21
496,Mongolia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-35
496,Mongolia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-449
496,Mongolia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-365
496,Mongolia,2016,Net imports [Imports - Exports - Bunkers] (petajoules),-667
496,Mongolia,2017,Net imports [Imports - Exports - Bunkers] (petajoules),-790
496,Mongolia,2005,Changes in stocks (petajoules),-1
496,Mongolia,2010,Changes in stocks (petajoules),41
